,Date,Volatility,PeriodStart,PeriodEnd,DataPointsUsed,DatesUsed
1215,1994-10-20,0.003980802466361884,1994-10-20,1994-10-25,4,"1994-10-20,1994-10-21,1994-10-24,1994-10-25"
1216,1994-10-21,0.004463044126641971,1994-10-21,1994-10-26,4,"1994-10-21,1994-10-24,1994-10-25,1994-10-26"
1217,1994-10-24,0.0056995299366020555,1994-10-24,1994-10-27,4,"1994-10-24,1994-10-25,1994-10-26,1994-10-27"
1218,1994-10-25,0.006172950540544574,1994-10-25,1994-10-28,4,"1994-10-25,1994-10-26,1994-10-27,1994-10-28"
1219,1994-10-26,0.007351956242868504,1994-10-26,1994-10-31,4,"1994-10-26,1994-10-27,1994-10-28,1994-10-31"
1220,1994-10-27,0.009629995524030412,1994-10-27,1994-11-01,4,"1994-10-27,1994-10-28,1994-10-31,1994-11-01"
1221,1994-10-28,0.009751205153942365,1994-10-28,1994-11-02,4,"1994-10-28,1994-10-31,1994-11-01,1994-11-02"
1222,1994-10-31,0.003990935222708325,1994-10-31,1994-11-03,4,"1994-10-31,1994-11-01,1994-11-02,1994-11-03"
1223,1994-11-01,0.005603098216787166,1994-11-01,1994-11-04,4,"1994-11-01,1994-11-02,1994-11-03,1994-11-04"
1224,1994-11-02,0.00596648247665802,1994-11-02,1994-11-07,4,"1994-11-02,1994-11-03,1994-11-04,1994-11-07"
1225,1994-11-03,0.006874609720815024,1994-11-03,1994-11-08,4,"1994-11-03,1994-11-04,1994-11-07,1994-11-08"
1226,1994-11-04,0.0065879935410163145,1994-11-04,1994-11-09,4,"1994-11-04,1994-11-07,1994-11-08,1994-11-09"
1227,1994-11-07,0.002904847581158572,1994-11-07,1994-11-10,4,"1994-11-07,1994-11-08,1994-11-09,1994-11-10"
1228,1994-11-08,0.003572344646094992,1994-11-08,1994-11-11,4,"1994-11-08,1994-11-09,1994-11-10,1994-11-11"
1229,1994-11-09,0.004495930566156834,1994-11-09,1994-11-14,4,"1994-11-09,1994-11-10,1994-11-11,1994-11-14"
1230,1994-11-10,0.004623461282050325,1994-11-10,1994-11-15,4,"1994-11-10,1994-11-11,1994-11-14,1994-11-15"
1231,1994-11-11,0.004472712808507193,1994-11-11,1994-11-16,4,"1994-11-11,1994-11-14,1994-11-15,1994-11-16"
1232,1994-11-14,0.004653641155013017,1994-11-14,1994-11-17,4,"1994-11-14,1994-11-15,1994-11-16,1994-11-17"
1233,1994-11-15,0.002377072376098929,1994-11-15,1994-11-18,4,"1994-11-15,1994-11-16,1994-11-17,1994-11-18"
1234,1994-11-16,0.0031165228393421084,1994-11-16,1994-11-21,4,"1994-11-16,1994-11-17,1994-11-18,1994-11-21"
1235,1994-11-17,0.005168982754418703,1994-11-17,1994-11-22,4,"1994-11-17,1994-11-18,1994-11-21,1994-11-22"
1236,1994-11-18,0.006231650701637461,1994-11-18,1994-11-23,4,"1994-11-18,1994-11-21,1994-11-22,1994-11-23"
1237,1994-11-21,0.008383426591125318,1994-11-21,1994-11-25,4,"1994-11-21,1994-11-22,1994-11-23,1994-11-25"
1238,1994-11-22,0.008998254473681903,1994-11-22,1994-11-28,4,"1994-11-22,1994-11-23,1994-11-25,1994-11-28"
1239,1994-11-23,0.002075539254187259,1994-11-23,1994-11-29,4,"1994-11-23,1994-11-25,1994-11-28,1994-11-29"
1240,1994-11-25,0.003271132230401213,1994-11-25,1994-11-30,4,"1994-11-25,1994-11-28,1994-11-29,1994-11-30"
1241,1994-11-28,0.0055631018969078145,1994-11-28,1994-12-01,4,"1994-11-28,1994-11-29,1994-11-30,1994-12-01"
1242,1994-11-29,0.0073073666249585095,1994-11-29,1994-12-02,4,"1994-11-29,1994-11-30,1994-12-01,1994-12-02"
1243,1994-11-30,0.007187314944654987,1994-11-30,1994-12-05,4,"1994-11-30,1994-12-01,1994-12-02,1994-12-05"
1244,1994-12-01,0.007060458957724856,1994-12-01,1994-12-06,4,"1994-12-01,1994-12-02,1994-12-05,1994-12-06"
1245,1994-12-02,0.005139661016199689,1994-12-02,1994-12-07,4,"1994-12-02,1994-12-05,1994-12-06,1994-12-07"
1246,1994-12-05,0.005160766948002288,1994-12-05,1994-12-08,4,"1994-12-05,1994-12-06,1994-12-07,1994-12-08"
1247,1994-12-06,0.006003816264947304,1994-12-06,1994-12-09,4,"1994-12-06,1994-12-07,1994-12-08,1994-12-09"
1248,1994-12-07,0.007225867806612771,1994-12-07,1994-12-12,4,"1994-12-07,1994-12-08,1994-12-09,1994-12-12"
1249,1994-12-08,0.007209533213849619,1994-12-08,1994-12-13,4,"1994-12-08,1994-12-09,1994-12-12,1994-12-13"
1250,1994-12-09,0.0035593578582594804,1994-12-09,1994-12-14,4,"1994-12-09,1994-12-12,1994-12-13,1994-12-14"
1251,1994-12-12,0.004052988356253647,1994-12-12,1994-12-15,4,"1994-12-12,1994-12-13,1994-12-14,1994-12-15"
1252,1994-12-13,0.0042478333908849706,1994-12-13,1994-12-16,4,"1994-12-13,1994-12-14,1994-12-15,1994-12-16"
1253,1994-12-14,0.0051298251696209295,1994-12-14,1994-12-19,4,"1994-12-14,1994-12-15,1994-12-16,1994-12-19"
1254,1994-12-15,0.003921051270568594,1994-12-15,1994-12-20,4,"1994-12-15,1994-12-16,1994-12-19,1994-12-20"
1255,1994-12-16,0.004284136166639142,1994-12-16,1994-12-21,4,"1994-12-16,1994-12-19,1994-12-20,1994-12-21"
1256,1994-12-19,0.0029431095537970067,1994-12-19,1994-12-22,4,"1994-12-19,1994-12-20,1994-12-21,1994-12-22"
1257,1994-12-20,0.00267169465446544,1994-12-20,1994-12-23,4,"1994-12-20,1994-12-21,1994-12-22,1994-12-23"
1258,1994-12-21,0.0026237312033992777,1994-12-21,1994-12-27,4,"1994-12-21,1994-12-22,1994-12-23,1994-12-27"
1259,1994-12-22,0.0032768023458812634,1994-12-22,1994-12-28,4,"1994-12-22,1994-12-23,1994-12-27,1994-12-28"
1260,1994-12-23,0.0032650806100395745,1994-12-23,1994-12-29,4,"1994-12-23,1994-12-27,1994-12-28,1994-12-29"
1261,1994-12-27,0.003917476791656172,1994-12-27,1994-12-30,4,"1994-12-27,1994-12-28,1994-12-29,1994-12-30"
1262,1994-12-28,0.0020123434886694792,1994-12-28,1995-01-03,4,"1994-12-28,1994-12-29,1994-12-30,1995-01-03"
1263,1994-12-29,0.002698471958789801,1994-12-29,1995-01-04,4,"1994-12-29,1994-12-30,1995-01-03,1995-01-04"
1264,1994-12-30,0.002684269255244323,1994-12-30,1995-01-05,4,"1994-12-30,1995-01-03,1995-01-04,1995-01-05"
1265,1995-01-03,0.0016384303637092988,1995-01-03,1995-01-06,4,"1995-01-03,1995-01-04,1995-01-05,1995-01-06"
1266,1995-01-04,0.0015712674930929101,1995-01-04,1995-01-09,4,"1995-01-04,1995-01-05,1995-01-06,1995-01-09"
1267,1995-01-05,0.0009048562857537276,1995-01-05,1995-01-10,4,"1995-01-05,1995-01-06,1995-01-09,1995-01-10"
1268,1995-01-06,0.0006438571120629072,1995-01-06,1995-01-11,4,"1995-01-06,1995-01-09,1995-01-10,1995-01-11"
1269,1995-01-09,0.0007053665439329765,1995-01-09,1995-01-12,4,"1995-01-09,1995-01-10,1995-01-11,1995-01-12"
1270,1995-01-10,0.0038869871965781797,1995-01-10,1995-01-13,4,"1995-01-10,1995-01-11,1995-01-12,1995-01-13"
1271,1995-01-11,0.004248253482107022,1995-01-11,1995-01-16,4,"1995-01-11,1995-01-12,1995-01-13,1995-01-16"
1272,1995-01-12,0.003919147731055811,1995-01-12,1995-01-17,4,"1995-01-12,1995-01-13,1995-01-16,1995-01-17"
1273,1995-01-13,0.004134802794450272,1995-01-13,1995-01-18,4,"1995-01-13,1995-01-16,1995-01-17,1995-01-18"
1274,1995-01-16,0.00473713458360345,1995-01-16,1995-01-19,4,"1995-01-16,1995-01-17,1995-01-18,1995-01-19"
1275,1995-01-17,0.002946410569012489,1995-01-17,1995-01-20,4,"1995-01-17,1995-01-18,1995-01-19,1995-01-20"
1276,1995-01-18,0.0032216989878704086,1995-01-18,1995-01-23,4,"1995-01-18,1995-01-19,1995-01-20,1995-01-23"
1277,1995-01-19,0.0033385445797552787,1995-01-19,1995-01-24,4,"1995-01-19,1995-01-20,1995-01-23,1995-01-24"
1278,1995-01-20,0.0030749561265979064,1995-01-20,1995-01-25,4,"1995-01-20,1995-01-23,1995-01-24,1995-01-25"
1279,1995-01-23,0.001178224212147562,1995-01-23,1995-01-26,4,"1995-01-23,1995-01-24,1995-01-25,1995-01-26"
1280,1995-01-24,0.0016261873819281832,1995-01-24,1995-01-27,4,"1995-01-24,1995-01-25,1995-01-26,1995-01-27"
1281,1995-01-25,0.003257383573897143,1995-01-25,1995-01-30,4,"1995-01-25,1995-01-26,1995-01-27,1995-01-30"
1282,1995-01-26,0.0033723108526703903,1995-01-26,1995-01-31,4,"1995-01-26,1995-01-27,1995-01-30,1995-01-31"
1283,1995-01-27,0.0034338343316866124,1995-01-27,1995-02-01,4,"1995-01-27,1995-01-30,1995-01-31,1995-02-01"
1284,1995-01-30,0.003600719039579128,1995-01-30,1995-02-02,4,"1995-01-30,1995-01-31,1995-02-01,1995-02-02"
1285,1995-01-31,0.004491550034397845,1995-01-31,1995-02-03,4,"1995-01-31,1995-02-01,1995-02-02,1995-02-03"
1286,1995-02-01,0.004435297423618147,1995-02-01,1995-02-06,4,"1995-02-01,1995-02-02,1995-02-03,1995-02-06"
1287,1995-02-02,0.004646164136865007,1995-02-02,1995-02-07,4,"1995-02-02,1995-02-03,1995-02-06,1995-02-07"
1288,1995-02-03,0.005094686671425661,1995-02-03,1995-02-08,4,"1995-02-03,1995-02-06,1995-02-07,1995-02-08"
1289,1995-02-06,0.0027411414226602114,1995-02-06,1995-02-09,4,"1995-02-06,1995-02-07,1995-02-08,1995-02-09"
1290,1995-02-07,0.0017532934658893984,1995-02-07,1995-02-10,4,"1995-02-07,1995-02-08,1995-02-09,1995-02-10"
1291,1995-02-08,0.0016827802442470514,1995-02-08,1995-02-13,4,"1995-02-08,1995-02-09,1995-02-10,1995-02-13"
1292,1995-02-09,0.001799927897728095,1995-02-09,1995-02-14,4,"1995-02-09,1995-02-10,1995-02-13,1995-02-14"
1293,1995-02-10,0.0013467737696228079,1995-02-10,1995-02-15,4,"1995-02-10,1995-02-13,1995-02-14,1995-02-15"
1294,1995-02-13,0.0013690270141787826,1995-02-13,1995-02-16,4,"1995-02-13,1995-02-14,1995-02-15,1995-02-16"
1295,1995-02-14,0.00403600854352765,1995-02-14,1995-02-17,4,"1995-02-14,1995-02-15,1995-02-16,1995-02-17"
1296,1995-02-15,0.004009626890044101,1995-02-15,1995-02-21,4,"1995-02-15,1995-02-16,1995-02-17,1995-02-21"
1297,1995-02-16,0.0041919135002880725,1995-02-16,1995-02-22,4,"1995-02-16,1995-02-17,1995-02-21,1995-02-22"
1298,1995-02-17,0.004467863492508203,1995-02-17,1995-02-23,4,"1995-02-17,1995-02-21,1995-02-22,1995-02-23"
1299,1995-02-21,0.0012110990777180032,1995-02-21,1995-02-24,4,"1995-02-21,1995-02-22,1995-02-23,1995-02-24"
1300,1995-02-22,0.005626065849645421,1995-02-22,1995-02-27,4,"1995-02-22,1995-02-23,1995-02-24,1995-02-27"
1301,1995-02-23,0.006197583345690081,1995-02-23,1995-02-28,4,"1995-02-23,1995-02-24,1995-02-27,1995-02-28"
1302,1995-02-24,0.00624202565451226,1995-02-24,1995-03-01,4,"1995-02-24,1995-02-27,1995-02-28,1995-03-01"
1303,1995-02-27,0.005950100594326805,1995-02-27,1995-03-02,4,"1995-02-27,1995-02-28,1995-03-01,1995-03-02"
1304,1995-02-28,0.004067771600355888,1995-02-28,1995-03-03,4,"1995-02-28,1995-03-01,1995-03-02,1995-03-03"
1305,1995-03-01,0.0016716492157076066,1995-03-01,1995-03-06,4,"1995-03-01,1995-03-02,1995-03-03,1995-03-06"
1306,1995-03-02,0.0031908088108384765,1995-03-02,1995-03-07,4,"1995-03-02,1995-03-03,1995-03-06,1995-03-07"
1307,1995-03-03,0.003643350127539931,1995-03-03,1995-03-08,4,"1995-03-03,1995-03-06,1995-03-07,1995-03-08"
1308,1995-03-06,0.0035891291819452153,1995-03-06,1995-03-09,4,"1995-03-06,1995-03-07,1995-03-08,1995-03-09"
1309,1995-03-07,0.007347325898655639,1995-03-07,1995-03-10,4,"1995-03-07,1995-03-08,1995-03-09,1995-03-10"
1310,1995-03-08,0.005342577775138605,1995-03-08,1995-03-13,4,"1995-03-08,1995-03-09,1995-03-10,1995-03-13"
1311,1995-03-09,0.0052372810424622575,1995-03-09,1995-03-14,4,"1995-03-09,1995-03-10,1995-03-13,1995-03-14"
1312,1995-03-10,0.005783907315840232,1995-03-10,1995-03-15,4,"1995-03-10,1995-03-13,1995-03-14,1995-03-15"
1313,1995-03-13,0.0037081195837739165,1995-03-13,1995-03-16,4,"1995-03-13,1995-03-14,1995-03-15,1995-03-16"
1314,1995-03-14,0.003829979472514055,1995-03-14,1995-03-17,4,"1995-03-14,1995-03-15,1995-03-16,1995-03-17"
1315,1995-03-15,0.003419371123466538,1995-03-15,1995-03-20,4,"1995-03-15,1995-03-16,1995-03-17,1995-03-20"
1316,1995-03-16,0.003454099901806463,1995-03-16,1995-03-21,4,"1995-03-16,1995-03-17,1995-03-20,1995-03-21"
1317,1995-03-17,0.001392021425880152,1995-03-17,1995-03-22,4,"1995-03-17,1995-03-20,1995-03-21,1995-03-22"
1318,1995-03-20,0.001406287218039344,1995-03-20,1995-03-23,4,"1995-03-20,1995-03-21,1995-03-22,1995-03-23"
1319,1995-03-21,0.0045176520328580085,1995-03-21,1995-03-24,4,"1995-03-21,1995-03-22,1995-03-23,1995-03-24"
1320,1995-03-22,0.003685124579978484,1995-03-22,1995-03-27,4,"1995-03-22,1995-03-23,1995-03-24,1995-03-27"
1321,1995-03-23,0.0036479444270786704,1995-03-23,1995-03-28,4,"1995-03-23,1995-03-24,1995-03-27,1995-03-28"
1322,1995-03-24,0.004237363669321759,1995-03-24,1995-03-29,4,"1995-03-24,1995-03-27,1995-03-28,1995-03-29"
1323,1995-03-27,0.0025722938213321614,1995-03-27,1995-03-30,4,"1995-03-27,1995-03-28,1995-03-29,1995-03-30"
1324,1995-03-28,0.0014986972582552028,1995-03-28,1995-03-31,4,"1995-03-28,1995-03-29,1995-03-30,1995-03-31"
1325,1995-03-29,0.0018756506242360547,1995-03-29,1995-04-03,4,"1995-03-29,1995-03-30,1995-03-31,1995-04-03"
1326,1995-03-30,0.0037054384102995644,1995-03-30,1995-04-04,4,"1995-03-30,1995-03-31,1995-04-03,1995-04-04"
1327,1995-03-31,0.0033286780708729714,1995-03-31,1995-04-05,4,"1995-03-31,1995-04-03,1995-04-04,1995-04-05"
1328,1995-04-03,0.002464771528365957,1995-04-03,1995-04-06,4,"1995-04-03,1995-04-04,1995-04-05,1995-04-06"
1329,1995-04-04,0.0026311174292250137,1995-04-04,1995-04-07,4,"1995-04-04,1995-04-05,1995-04-06,1995-04-07"
1330,1995-04-05,0.0003347475453501819,1995-04-05,1995-04-10,4,"1995-04-05,1995-04-06,1995-04-07,1995-04-10"
1331,1995-04-06,0.0018965605924375344,1995-04-06,1995-04-11,4,"1995-04-06,1995-04-07,1995-04-10,1995-04-11"
1332,1995-04-07,0.002381089595848965,1995-04-07,1995-04-12,4,"1995-04-07,1995-04-10,1995-04-11,1995-04-12"
1333,1995-04-10,0.0028535680859375417,1995-04-10,1995-04-13,4,"1995-04-10,1995-04-11,1995-04-12,1995-04-13"
1334,1995-04-11,0.004272950285742833,1995-04-11,1995-04-17,4,"1995-04-11,1995-04-12,1995-04-13,1995-04-17"
1335,1995-04-12,0.00409626098758828,1995-04-12,1995-04-18,4,"1995-04-12,1995-04-13,1995-04-17,1995-04-18"
1336,1995-04-13,0.003606870906947549,1995-04-13,1995-04-19,4,"1995-04-13,1995-04-17,1995-04-18,1995-04-19"
1337,1995-04-17,0.0025193304292873814,1995-04-17,1995-04-20,4,"1995-04-17,1995-04-18,1995-04-19,1995-04-20"
1338,1995-04-18,0.0029497784758603803,1995-04-18,1995-04-21,4,"1995-04-18,1995-04-19,1995-04-20,1995-04-21"
1339,1995-04-19,0.003812202556677623,1995-04-19,1995-04-24,4,"1995-04-19,1995-04-20,1995-04-21,1995-04-24"
1340,1995-04-20,0.003952992842441716,1995-04-20,1995-04-25,4,"1995-04-20,1995-04-21,1995-04-24,1995-04-25"
1341,1995-04-21,0.003861977488652288,1995-04-21,1995-04-26,4,"1995-04-21,1995-04-24,1995-04-25,1995-04-26"
1342,1995-04-24,0.003705139109174894,1995-04-24,1995-04-27,4,"1995-04-24,1995-04-25,1995-04-26,1995-04-27"
1343,1995-04-25,0.0013481455919015345,1995-04-25,1995-04-28,4,"1995-04-25,1995-04-26,1995-04-27,1995-04-28"
1344,1995-04-26,0.0011817219587052297,1995-04-26,1995-05-01,4,"1995-04-26,1995-04-27,1995-04-28,1995-05-01"
1345,1995-04-27,0.0011771635893092997,1995-04-27,1995-05-02,4,"1995-04-27,1995-04-28,1995-05-01,1995-05-02"
1346,1995-04-28,0.004470756761869587,1995-04-28,1995-05-03,4,"1995-04-28,1995-05-01,1995-05-02,1995-05-03"
1347,1995-05-01,0.0046786973447923465,1995-05-01,1995-05-04,4,"1995-05-01,1995-05-02,1995-05-03,1995-05-04"
1348,1995-05-02,0.004727471410590037,1995-05-02,1995-05-05,4,"1995-05-02,1995-05-03,1995-05-04,1995-05-05"
1349,1995-05-03,0.004992511032967058,1995-05-03,1995-05-08,4,"1995-05-03,1995-05-04,1995-05-05,1995-05-08"
1350,1995-05-04,0.0035226372056442077,1995-05-04,1995-05-09,4,"1995-05-04,1995-05-05,1995-05-08,1995-05-09"
1351,1995-05-05,0.003455277317941412,1995-05-05,1995-05-10,4,"1995-05-05,1995-05-08,1995-05-09,1995-05-10"
1352,1995-05-08,0.0032251891068031746,1995-05-08,1995-05-11,4,"1995-05-08,1995-05-09,1995-05-10,1995-05-11"
1353,1995-05-09,0.0011366159175784582,1995-05-09,1995-05-12,4,"1995-05-09,1995-05-10,1995-05-11,1995-05-12"
1354,1995-05-10,0.0015082981943659245,1995-05-10,1995-05-15,4,"1995-05-10,1995-05-11,1995-05-12,1995-05-15"
1355,1995-05-11,0.001554759200937988,1995-05-11,1995-05-16,4,"1995-05-11,1995-05-12,1995-05-15,1995-05-16"
1356,1995-05-12,0.002292487272393701,1995-05-12,1995-05-17,4,"1995-05-12,1995-05-15,1995-05-16,1995-05-17"
1357,1995-05-15,0.006792367379177658,1995-05-15,1995-05-18,4,"1995-05-15,1995-05-16,1995-05-17,1995-05-18"
1358,1995-05-16,0.005804296701655151,1995-05-16,1995-05-19,4,"1995-05-16,1995-05-17,1995-05-18,1995-05-19"
1359,1995-05-17,0.007972926323241572,1995-05-17,1995-05-22,4,"1995-05-17,1995-05-18,1995-05-19,1995-05-22"
1360,1995-05-18,0.009386120082924942,1995-05-18,1995-05-23,4,"1995-05-18,1995-05-19,1995-05-22,1995-05-23"
1361,1995-05-19,0.004702004396271301,1995-05-19,1995-05-24,4,"1995-05-19,1995-05-22,1995-05-23,1995-05-24"
1362,1995-05-22,0.004404631223646932,1995-05-22,1995-05-25,4,"1995-05-22,1995-05-23,1995-05-24,1995-05-25"
1363,1995-05-23,0.006641504277406552,1995-05-23,1995-05-26,4,"1995-05-23,1995-05-24,1995-05-25,1995-05-26"
1364,1995-05-24,0.004097870833449957,1995-05-24,1995-05-30,4,"1995-05-24,1995-05-25,1995-05-26,1995-05-30"
1365,1995-05-25,0.010102353487684169,1995-05-25,1995-05-31,4,"1995-05-25,1995-05-26,1995-05-30,1995-05-31"
1366,1995-05-26,0.010114861840283793,1995-05-26,1995-06-01,4,"1995-05-26,1995-05-30,1995-05-31,1995-06-01"
1367,1995-05-30,0.008315606856857491,1995-05-30,1995-06-02,4,"1995-05-30,1995-05-31,1995-06-01,1995-06-02"
1368,1995-05-31,0.007934291379330511,1995-05-31,1995-06-05,4,"1995-05-31,1995-06-01,1995-06-02,1995-06-05"
1369,1995-06-01,0.002872263456895862,1995-06-01,1995-06-06,4,"1995-06-01,1995-06-02,1995-06-05,1995-06-06"
1370,1995-06-02,0.003787076203352608,1995-06-02,1995-06-07,4,"1995-06-02,1995-06-05,1995-06-06,1995-06-07"
1371,1995-06-05,0.003749001828513753,1995-06-05,1995-06-08,4,"1995-06-05,1995-06-06,1995-06-07,1995-06-08"
1372,1995-06-06,0.0031482618351781812,1995-06-06,1995-06-09,4,"1995-06-06,1995-06-07,1995-06-08,1995-06-09"
1373,1995-06-07,0.0050814855993964484,1995-06-07,1995-06-12,4,"1995-06-07,1995-06-08,1995-06-09,1995-06-12"
1374,1995-06-08,0.006871795443427096,1995-06-08,1995-06-13,4,"1995-06-08,1995-06-09,1995-06-12,1995-06-13"
1375,1995-06-09,0.006705442591329008,1995-06-09,1995-06-14,4,"1995-06-09,1995-06-12,1995-06-13,1995-06-14"
1376,1995-06-12,0.0036470893456082274,1995-06-12,1995-06-15,4,"1995-06-12,1995-06-13,1995-06-14,1995-06-15"
1377,1995-06-13,0.0035796518456105045,1995-06-13,1995-06-16,4,"1995-06-13,1995-06-14,1995-06-15,1995-06-16"
1378,1995-06-14,0.003678342480765357,1995-06-14,1995-06-19,4,"1995-06-14,1995-06-15,1995-06-16,1995-06-19"
1379,1995-06-15,0.003977600053977121,1995-06-15,1995-06-20,4,"1995-06-15,1995-06-16,1995-06-19,1995-06-20"
1380,1995-06-16,0.0046294538681832115,1995-06-16,1995-06-21,4,"1995-06-16,1995-06-19,1995-06-20,1995-06-21"
1381,1995-06-19,0.0064334740827692565,1995-06-19,1995-06-22,4,"1995-06-19,1995-06-20,1995-06-21,1995-06-22"
1382,1995-06-20,0.006370691692077447,1995-06-20,1995-06-23,4,"1995-06-20,1995-06-21,1995-06-22,1995-06-23"
1383,1995-06-21,0.008394463074285659,1995-06-21,1995-06-26,4,"1995-06-21,1995-06-22,1995-06-23,1995-06-26"
1384,1995-06-22,0.00846688561623592,1995-06-22,1995-06-27,4,"1995-06-22,1995-06-23,1995-06-26,1995-06-27"
1385,1995-06-23,0.005093473160619669,1995-06-23,1995-06-28,4,"1995-06-23,1995-06-26,1995-06-27,1995-06-28"
1386,1995-06-26,0.0051253232665959296,1995-06-26,1995-06-29,4,"1995-06-26,1995-06-27,1995-06-28,1995-06-29"
1387,1995-06-27,0.0028402243561007675,1995-06-27,1995-06-30,4,"1995-06-27,1995-06-28,1995-06-29,1995-06-30"
1388,1995-06-28,0.0024061709217083342,1995-06-28,1995-07-03,4,"1995-06-28,1995-06-29,1995-06-30,1995-07-03"
1389,1995-06-29,0.0021368054795326778,1995-06-29,1995-07-05,4,"1995-06-29,1995-06-30,1995-07-03,1995-07-05"
1390,1995-06-30,0.004653815266343331,1995-06-30,1995-07-06,4,"1995-06-30,1995-07-03,1995-07-05,1995-07-06"
1391,1995-07-03,0.004346504795684024,1995-07-03,1995-07-07,4,"1995-07-03,1995-07-05,1995-07-06,1995-07-07"
1392,1995-07-05,0.004675430287389397,1995-07-05,1995-07-10,4,"1995-07-05,1995-07-06,1995-07-07,1995-07-10"
1393,1995-07-06,0.005758009909631185,1995-07-06,1995-07-11,4,"1995-07-06,1995-07-07,1995-07-10,1995-07-11"
1394,1995-07-07,0.004964172548715248,1995-07-07,1995-07-12,4,"1995-07-07,1995-07-10,1995-07-11,1995-07-12"
1395,1995-07-10,0.00501861989118105,1995-07-10,1995-07-13,4,"1995-07-10,1995-07-11,1995-07-12,1995-07-13"
1396,1995-07-11,0.005330625038088167,1995-07-11,1995-07-14,4,"1995-07-11,1995-07-12,1995-07-13,1995-07-14"
1397,1995-07-12,0.004605147702067777,1995-07-12,1995-07-17,4,"1995-07-12,1995-07-13,1995-07-14,1995-07-17"
1398,1995-07-13,0.004155669908592272,1995-07-13,1995-07-18,4,"1995-07-13,1995-07-14,1995-07-17,1995-07-18"
1399,1995-07-14,0.005461742116641073,1995-07-14,1995-07-19,4,"1995-07-14,1995-07-17,1995-07-18,1995-07-19"
1400,1995-07-17,0.0066317221516933,1995-07-17,1995-07-20,4,"1995-07-17,1995-07-18,1995-07-19,1995-07-20"
1401,1995-07-18,0.005891738789826043,1995-07-18,1995-07-21,4,"1995-07-18,1995-07-19,1995-07-20,1995-07-21"
1402,1995-07-19,0.006175935715394573,1995-07-19,1995-07-24,4,"1995-07-19,1995-07-20,1995-07-21,1995-07-24"
1403,1995-07-20,0.002702753659243734,1995-07-20,1995-07-25,4,"1995-07-20,1995-07-21,1995-07-24,1995-07-25"
1404,1995-07-21,0.003152765778865612,1995-07-21,1995-07-26,4,"1995-07-21,1995-07-24,1995-07-25,1995-07-26"
1405,1995-07-24,0.0026452010739089105,1995-07-24,1995-07-27,4,"1995-07-24,1995-07-25,1995-07-26,1995-07-27"
1406,1995-07-25,0.0047706031755690055,1995-07-25,1995-07-28,4,"1995-07-25,1995-07-26,1995-07-27,1995-07-28"
1407,1995-07-26,0.0038791285843643524,1995-07-26,1995-07-31,4,"1995-07-26,1995-07-27,1995-07-28,1995-07-31"
1408,1995-07-27,0.0043485871703697505,1995-07-27,1995-08-01,4,"1995-07-27,1995-07-28,1995-07-31,1995-08-01"
1409,1995-07-28,0.001330766302641612,1995-07-28,1995-08-02,4,"1995-07-28,1995-07-31,1995-08-01,1995-08-02"
1410,1995-07-31,0.001528347603496227,1995-07-31,1995-08-03,4,"1995-07-31,1995-08-01,1995-08-02,1995-08-03"
1411,1995-08-01,0.0018164038280666544,1995-08-01,1995-08-04,4,"1995-08-01,1995-08-02,1995-08-03,1995-08-04"
1412,1995-08-02,0.001230591308323605,1995-08-02,1995-08-07,4,"1995-08-02,1995-08-03,1995-08-04,1995-08-07"
1413,1995-08-03,0.0007613350412159172,1995-08-03,1995-08-08,4,"1995-08-03,1995-08-04,1995-08-07,1995-08-08"
1414,1995-08-04,0.0011252934443723287,1995-08-04,1995-08-09,4,"1995-08-04,1995-08-07,1995-08-08,1995-08-09"
1415,1995-08-07,0.002248674440423819,1995-08-07,1995-08-10,4,"1995-08-07,1995-08-08,1995-08-09,1995-08-10"
1416,1995-08-08,0.002026286540718553,1995-08-08,1995-08-11,4,"1995-08-08,1995-08-09,1995-08-10,1995-08-11"
1417,1995-08-09,0.0051151141486943125,1995-08-09,1995-08-14,4,"1995-08-09,1995-08-10,1995-08-11,1995-08-14"
1418,1995-08-10,0.0051690459000518175,1995-08-10,1995-08-15,4,"1995-08-10,1995-08-11,1995-08-14,1995-08-15"
1419,1995-08-11,0.004812553831403373,1995-08-11,1995-08-16,4,"1995-08-11,1995-08-14,1995-08-15,1995-08-16"
1420,1995-08-14,0.004194874075808584,1995-08-14,1995-08-17,4,"1995-08-14,1995-08-15,1995-08-16,1995-08-17"
1421,1995-08-15,0.0018221121128791007,1995-08-15,1995-08-18,4,"1995-08-15,1995-08-16,1995-08-17,1995-08-18"
